Date,Open,High,Low,Close,Volume
2023-07-10,1734.62,1746.06,1734.84,1738.14,0
2023-07-11,1719.59,1729.02,1720.95,1722.62,0
2023-07-12,1703.63,1709.39,1700.8,1701.26,0
2023-07-13,1715.11,1720.33,1703.33,1718.88,0
2023-07-14,1695.37,1713.75,1695.92,1705.83,0
2023-07-17,1685.83,1696.67,1692.07,1692.59,0
2023-07-18,1666.99,1671.6,1664.3,1665.91,0
2023-07-19,1675.35,1681.72,1677.64,1679.19,0
2023-07-20,1673.46,1669.16,1663.35,1666.97,0
2023-07-21,1682.53,1679.76,1668.63,1674.82,0
2023-07-24,1676.47,1673.1,1665.88,1671.16,0
2023-07-25,1662.67,1673.97,1660.1,1662.73,0
2023-07-26,1660.61,1657.09,1653.42,1653.44,0
2023-07-27,1657.98,1655.9,1649.16,1650.66,0
2023-07-28,1660.16,1664.42,1652.45,1655.03,0
2023-07-31,1619.96,1628.85,1617.68,1625.94,0
2023-08-01,1582.43,1585.29,1581.16,1585.16,0
2023-08-02,1580.44,1579.65,1571.23,1577.39,0
2023-08-03,1603.28,1599.5,1584.98,1594.68,0
2023-08-04,1608.81,1626.54,1596.76,1608.95,0
2023-08-07,1582.4,1583.89,1572.72,1576.86,0
2023-08-08,1573.98,1588.2,1572.04,1580.22,0
2023-08-09,1601.24,1604.33,1587.02,1599.29,0
2023-08-10,1584.8,1600.86,1582.03,1586.36,0
2023-08-11,1608.62,1615.86,1614.57,1615.65,0
2023-08-14,1606.56,1618.21,1602.8,1606.15,0
2023-08-15,1593.49,1599.75,1591.85,1593.77,0
2023-08-16,1614.28,1626.43,1612.44,1614.34,0
2023-08-17,1597.6,1599.48,1590.48,1597.89,0
2023-08-18,1600.81,1600.84,1598.12,1599.32,0
2023-08-21,1607.84,1612.49,1606.02,1610.53,0
2023-08-22,1637.45,1636.36,1628.65,1630.4,0
2023-08-23,1629.57,1617.1,1607.88,1616.85,0
2023-08-24,1614.58,1613.24,1606.93,1609.33,0
2023-08-25,1580.66,1589.26,1577.98,1582.56,0
2023-08-28,1603.14,1600.87,1593.88,1599.89,0
2023-08-29,1573.31,1578.47,1558.56,1572.93,0
2023-08-30,1573.32,1577.14,1574.08,1576.68,0
2023-08-31,1573.95,1581.14,1562.95,1578.17,0
2023-09-01,1568.34,1574.6,1566.15,1571.25,0
2023-09-04,1572.67,1578.23,1565.6,1566.26,0
2023-09-05,1592.65,1592.02,1589.53,1591.34,0
2023-09-06,1594.08,1603.75,1592.51,1595.07,0
2023-09-07,1615.89,1621.12,1607.57,1615.23,0
2023-09-08,1646.14,1651.24,1638.91,1642.62,0
2023-09-11,1633.87,1633.25,1625.41,1628.51,0
2023-09-12,1638.58,1638.78,1635.64,1638.02,0
2023-09-13,1636.86,1636.99,1632.68,1636.48,0
2023-09-14,1646.92,1642.26,1636.32,1642.24,0
2023-09-15,1666.33,1664.68,1659.23,1662.35,0
2023-09-18,1661.51,1662.0,1653.34,1656.65,0
2023-09-19,1649.51,1660.76,1646.35,1651.65,0
2023-09-20,1622.16,1627.69,1609.22,1625.23,0
2023-09-21,1627.91,1631.31,1621.9,1626.71,0
2023-09-22,1622.28,1634.31,1616.12,1627.67,0
2023-09-25,1668.96,1669.13,1663.15,1665.66,0
2023-09-26,1637.29,1648.53,1636.82,1642.91,0
2023-09-27,1668.22,1669.9,1666.56,1668.39,0
2023-09-28,1672.2,1683.83,1667.4,1673.53,0
2023-09-29,1684.59,1678.52,1673.24,1676.66,0
2023-10-02,1697.39,1701.51,1688.83,1691.36,0
2023-10-03,1666.86,1669.6,1665.58,1668.12,0
2023-10-04,1648.15,1651.88,1642.41,1649.67,0
2023-10-05,1616.48,1618.28,1606.79,1616.25,0
2023-10-06,1612.43,1619.0,1606.14,1614.93,0
2023-10-09,1630.12,1638.29,1629.51,1631.23,0
2023-10-10,1614.38,1613.61,1612.4,1612.94,0
2023-10-11,1647.2,1657.88,1641.66,1650.74,0
2023-10-12,1644.49,1641.27,1636.5,1639.15,0
2023-10-13,1628.22,1632.28,1624.88,1625.28,0
2023-10-16,1592.21,1607.44,1594.36,1594.54,0
2023-10-17,1606.33,1612.75,1605.24,1609.83,0
2023-10-18,1625.48,1645.53,1619.83,1629.02,0
2023-10-19,1619.05,1622.07,1616.77,1621.88,0
2023-10-20,1604.85,1619.38,1601.97,1608.52,0
2023-10-23,1606.69,1595.57,1594.1,1595.24,0
2023-10-24,1560.84,1565.14,1560.13,1561.79,0
2023-10-25,1550.2,1561.99,1556.42,1558.22,0
2023-10-26,1588.6,1604.16,1580.98,1588.11,0
2023-10-27,1585.06,1591.29,1581.66,1588.97,0
2023-10-30,1579.72,1579.63,1572.97,1574.22,0
2023-10-31,1575.73,1572.02,1563.44,1566.0,0
2023-11-01,1559.07,1571.98,1559.48,1560.91,0
2023-11-02,1554.41,1554.72,1552.44,1554.18,0
2023-11-03,1545.76,1559.77,1550.75,1552.25,0
2023-11-06,1549.57,1549.62,1546.37,1548.17,0
2023-11-07,1524.04,1522.53,1509.73,1517.81,0
2023-11-08,1514.9,1527.73,1519.34,1522.38,0
2023-11-09,1490.24,1501.32,1495.76,1496.98,0
2023-11-10,1499.26,1508.93,1495.19,1501.14,0
2023-11-13,1515.21,1516.17,1514.5,1514.86,0
2023-11-14,1508.16,1518.42,1507.16,1512.07,0
2023-11-15,1458.28,1460.63,1458.8,1458.84,0
2023-11-16,1473.19,1478.15,1466.08,1473.37,0
2023-11-17,1484.2,1483.38,1477.01,1479.29,0
2023-11-20,1481.54,1489.61,1473.19,1483.22,0
2023-11-21,1474.34,1478.83,1466.15,1478.32,0
2023-11-22,1456.07,1457.18,1451.81,1453.77,0
2023-11-23,1442.26,1437.43,1424.14,1437.0,0
2023-11-24,1436.31,1434.14,1430.38,1432.52,0
2023-11-27,1419.44,1416.85,1414.08,1416.68,0
2023-11-28,1436.15,1439.43,1426.57,1432.37,0
2023-11-29,1452.03,1463.12,1443.92,1449.33,0
2023-11-30,1446.58,1441.56,1430.28,1438.21,0
2023-12-01,1440.22,1443.4,1438.23,1438.63,0
2023-12-04,1454.4,1460.64,1443.85,1456.2,0
2023-12-05,1460.63,1465.97,1452.13,1462.27,0
2023-12-06,1463.15,1468.3,1451.94,1463.42,0
2023-12-07,1468.06,1476.94,1466.98,1472.05,0
2023-12-08,1506.57,1511.72,1503.78,1505.35,0
2023-12-11,1521.78,1515.42,1510.38,1512.33,0
2023-12-12,1518.29,1518.98,1509.14,1515.24,0
2023-12-13,1533.49,1541.05,1529.24,1533.3,0
2023-12-14,1516.23,1521.21,1509.9,1520.71,0
2023-12-15,1544.06,1552.78,1544.13,1544.46,0
2023-12-18,1535.91,1539.96,1537.26,1539.86,0
2023-12-19,1535.11,1541.29,1532.15,1534.41,0
2023-12-20,1527.65,1523.65,1518.43,1522.51,0
2023-12-21,1544.35,1543.02,1539.24,1543.01,0
2023-12-22,1539.38,1547.77,1542.54,1544.15,0
2023-12-25,1534.48,1537.13,1524.3,1525.34,0
2023-12-26,1487.69,1487.31,1486.12,1486.9,0
2023-12-27,1499.99,1498.93,1493.48,1497.9,0
2023-12-28,1483.07,1492.28,1475.64,1484.71,0
2023-12-29,1487.94,1487.11,1484.15,1485.24,0
2024-01-01,1526.31,1527.67,1513.34,1518.93,0
2024-01-02,1496.98,1497.99,1487.95,1491.78,0
2024-01-03,1481.44,1479.74,1478.37,1479.15,0
2024-01-04,1504.33,1505.09,1494.02,1502.14,0
2024-01-05,1521.38,1521.49,1513.66,1514.66,0
2024-01-08,1493.46,1491.74,1483.97,1490.65,0
2024-01-09,1480.36,1485.02,1473.2,1481.85,0
2024-01-10,1451.93,1454.76,1447.95,1451.57,0
2024-01-11,1457.39,1458.17,1454.65,1457.93,0
2024-01-12,1467.98,1476.44,1464.63,1474.68,0
2024-01-15,1488.75,1495.96,1480.75,1488.05,0
2024-01-16,1496.04,1498.64,1489.74,1495.07,0
2024-01-17,1501.85,1500.55,1489.05,1499.01,0
2024-01-18,1492.69,1498.64,1494.74,1494.97,0
2024-01-19,1498.21,1498.82,1494.29,1497.35,0
2024-01-22,1473.9,1485.37,1473.09,1475.3,0
2024-01-23,1477.36,1486.56,1476.24,1478.3,0
2024-01-24,1453.46,1456.21,1446.06,1450.94,0
2024-01-25,1441.72,1440.31,1426.07,1437.64,0
2024-01-26,1442.4,1437.77,1429.97,1436.61,0
2024-01-29,1444.4,1445.23,1439.69,1443.92,0
2024-01-30,1453.52,1450.28,1445.94,1448.14,0
2024-01-31,1446.24,1454.02,1448.16,1453.75,0
2024-02-01,1455.95,1464.45,1457.35,1459.09,0
2024-02-02,1473.7,1471.39,1466.41,1469.4,0
2024-02-05,1468.36,1468.27,1461.77,1466.94,0
2024-02-06,1468.78,1469.97,1455.64,1462.19,0
2024-02-07,1461.63,1481.2,1460.22,1467.52,0
2024-02-08,1503.48,1507.86,1496.97,1505.18,0
2024-02-09,1500.92,1510.16,1496.41,1503.79,0
2024-02-12,1518.3,1520.22,1499.7,1515.03,0
2024-02-13,1555.73,1559.12,1548.32,1551.04,0
2024-02-14,1529.65,1541.53,1530.29,1538.51,0
2024-02-15,1531.21,1536.04,1533.04,1534.86,0
2024-02-16,1529.38,1535.75,1527.8,1531.84,0
2024-02-19,1509.03,1517.67,1506.02,1513.28,0
2024-02-20,1485.05,1495.75,1486.87,1491.89,0
2024-02-21,1482.08,1487.82,1483.05,1486.07,0
2024-02-22,1483.37,1491.95,1483.05,1483.82,0
2024-02-23,1473.06,1473.99,1469.35,1470.91,0
2024-02-26,1458.99,1459.6,1451.21,1455.78,0
2024-02-27,1449.19,1451.08,1443.47,1447.66,0
2024-02-28,1432.15,1435.45,1421.07,1434.11,0
2024-02-29,1435.89,1446.74,1432.84,1436.11,0
2024-03-01,1408.93,1419.6,1399.72,1411.33,0
2024-03-04,1398.57,1400.51,1397.65,1399.01,0
2024-03-05,1412.76,1411.61,1405.5,1410.49,0
2024-03-06,1426.45,1427.96,1422.35,1424.86,0
2024-03-07,1416.35,1419.77,1416.32,1416.68,0
2024-03-08,1414.67,1419.55,1408.36,1410.09,0
2024-03-11,1402.61,1406.45,1403.3,1403.32,0
2024-03-12,1393.62,1404.96,1394.73,1396.01,0
2024-03-13,1390.06,1392.59,1388.18,1389.45,0
2024-03-14,1409.19,1409.54,1391.35,1405.68,0
2024-03-15,1406.36,1411.55,1399.48,1406.99,0
2024-03-18,1404.62,1404.26,1398.08,1403.72,0
2024-03-19,1420.29,1424.77,1411.83,1414.67,0
2024-03-20,1416.92,1434.24,1419.24,1419.82,0
2024-03-21,1418.81,1426.05,1418.88,1421.04,0
2024-03-22,1439.41,1442.72,1439.96,1440.59,0
2024-03-25,1448.38,1456.44,1441.31,1443.85,0
2024-03-26,1471.92,1467.61,1456.48,1462.52,0
2024-03-27,1470.62,1474.39,1471.15,1473.27,0
2024-03-28,1473.24,1478.47,1476.11,1478.39,0
2024-03-29,1500.42,1512.39,1506.94,1508.45,0
2024-04-01,1512.26,1524.42,1511.73,1512.59,0
2024-04-02,1485.8,1489.25,1480.79,1484.28,0
2024-04-03,1487.42,1498.47,1484.06,1494.91,0
2024-04-04,1508.83,1515.35,1510.91,1514.42,0
2024-04-05,1506.86,1504.22,1500.02,1501.45,0
2024-04-08,1505.99,1515.39,1512.14,1512.72,0
2024-04-09,1491.22,1496.22,1477.76,1482.61,0
2024-04-10,1483.69,1476.86,1473.62,1476.14,0
2024-04-11,1434.98,1440.64,1435.44,1438.35,0
2024-04-12,1444.37,1452.26,1441.72,1447.84,0
2024-04-15,1476.97,1480.19,1468.12,1473.52,0
2024-04-16,1474.95,1478.9,1474.85,1478.76,0
2024-04-17,1466.81,1468.89,1460.7,1467.02,0
2024-04-18,1448.55,1449.19,1433.87,1441.02,0
2024-04-19,1465.33,1459.68,1451.17,1457.95,0
2024-04-22,1472.61,1472.93,1463.44,1470.07,0
2024-04-23,1467.67,1470.03,1465.65,1469.5,0
2024-04-24,1452.82,1460.56,1455.15,1459.12,0
2024-04-25,1504.64,1507.47,1504.41,1506.16,0
2024-04-26,1523.38,1532.11,1519.01,1526.7,0
2024-04-29,1521.45,1539.05,1515.92,1521.11,0
2024-04-30,1471.48,1467.54,1464.86,1465.44,0
2024-05-01,1450.63,1456.88,1448.57,1450.5,0
2024-05-02,1455.85,1461.75,1454.68,1456.91,0
2024-05-03,1456.13,1459.85,1448.48,1455.46,0
2024-05-06,1457.33,1459.19,1454.39,1457.15,0
2024-05-07,1484.47,1501.23,1482.46,1488.12,0
2024-05-08,1459.45,1462.43,1454.61,1462.37,0
2024-05-09,1468.07,1477.02,1459.6,1461.52,0
2024-05-10,1476.22,1480.44,1470.33,1479.43,0
2024-05-13,1505.73,1505.89,1500.16,1503.42,0
2024-05-14,1532.63,1539.07,1523.44,1531.21,0
2024-05-15,1542.28,1546.4,1541.71,1542.71,0
2024-05-16,1537.8,1543.47,1535.46,1539.02,0
2024-05-17,1522.97,1520.82,1515.15,1518.59,0
2024-05-20,1532.71,1547.27,1533.46,1536.02,0
2024-05-21,1522.45,1525.76,1515.53,1516.94,0
2024-05-22,1503.92,1502.6,1488.63,1495.82,0
2024-05-23,1487.22,1492.83,1479.73,1490.49,0
2024-05-24,1512.54,1507.99,1496.62,1503.25,0
2024-05-27,1496.67,1504.48,1493.21,1498.67,0
2024-05-28,1524.67,1543.93,1524.89,1526.61,0
2024-05-29,1537.16,1550.45,1536.38,1538.39,0
2024-05-30,1560.56,1576.29,1544.9,1565.0,0
2024-05-31,1545.5,1546.7,1536.34,1544.99,0
2024-06-03,1536.26,1546.87,1530.2,1537.16,0
2024-06-04,1568.24,1562.3,1561.29,1561.32,0
2024-06-05,1595.58,1602.22,1591.81,1594.95,0
2024-06-06,1587.64,1596.23,1580.2,1583.58,0
2024-06-07,1615.64,1613.8,1608.19,1612.38,0
2024-06-10,1631.98,1632.67,1624.87,1625.61,0
2024-06-11,1623.53,1636.45,1625.42,1627.73,0
2024-06-12,1633.96,1628.13,1624.59,1627.33,0
2024-06-13,1585.82,1598.52,1591.64,1594.58,0
2024-06-14,1613.62,1617.31,1605.32,1608.85,0
2024-06-17,1592.43,1584.3,1576.29,1584.24,0
2024-06-18,1638.65,1644.08,1633.41,1637.55,0
2024-06-19,1642.08,1646.26,1637.56,1644.14,0
2024-06-20,1652.5,1648.7,1643.28,1647.67,0
2024-06-21,1679.26,1682.63,1667.68,1680.16,0
2024-06-24,1690.37,1696.93,1691.23,1694.07,0
2024-06-25,1671.38,1680.76,1671.55,1673.84,0
2024-06-26,1665.18,1678.06,1662.34,1670.81,0
2024-06-27,1681.12,1695.82,1686.33,1688.58,0
2024-06-28,1655.43,1661.48,1657.18,1660.69,0
2024-07-01,1662.22,1668.29,1664.03,1664.25,0
2024-07-02,1666.08,1669.67,1666.24,1666.77,0
2024-07-03,1661.63,1670.76,1668.15,1669.88,0
2024-07-04,1625.22,1624.21,1622.97,1623.3,0
2024-07-05,1600.12,1612.29,1598.08,1601.42,0
2024-07-08,1601.06,1606.65,1598.0,1604.45,0
2024-07-09,1608.12,1616.38,1602.28,1607.08,0
2024-07-10,1627.48,1628.28,1619.99,1620.83,0
2024-07-11,1624.23,1618.75,1613.1,1618.74,0
2024-07-12,1614.82,1618.76,1611.76,1616.91,0
2024-07-15,1642.75,1658.65,1648.99,1652.35,0
2024-07-16,1655.33,1672.52,1665.75,1667.06,0
2024-07-17,1660.69,1674.78,1669.78,1672.63,0
2024-07-18,1656.14,1652.8,1649.88,1651.79,0
2024-07-19,1670.01,1677.54,1661.54,1667.19,0
2024-07-22,1667.39,1676.7,1673.98,1674.0,0
2024-07-23,1669.99,1668.45,1664.69,1665.43,0
2024-07-24,1623.13,1628.62,1623.32,1628.43,0
2024-07-25,1632.66,1636.52,1630.85,1633.32,0
2024-07-26,1619.71,1617.12,1610.72,1614.16,0
2024-07-29,1668.53,1665.42,1654.49,1655.82,0
2024-07-30,1678.51,1673.69,1664.75,1673.25,0
2024-07-31,1659.54,1665.05,1660.66,1664.71,0
2024-08-01,1649.64,1652.46,1649.89,1650.64,0
2024-08-02,1654.87,1651.25,1640.62,1646.07,0
2024-08-05,1626.21,1630.89,1618.08,1622.28,0
2024-08-06,1597.14,1596.27,1591.14,1595.95,0
2024-08-07,1550.76,1551.61,1539.65,1548.85,0
2024-08-08,1485.96,1500.94,1492.07,1496.0,0
2024-08-09,1517.69,1514.95,1510.05,1513.5,0
2024-08-12,1505.87,1505.89,1499.87,1505.63,0
2024-08-13,1523.83,1533.39,1522.6,1523.77,0
2024-08-14,1523.18,1519.85,1510.16,1513.5,0
2024-08-15,1517.43,1525.38,1514.97,1516.15,0
2024-08-16,1491.09,1499.01,1490.47,1490.79,0
2024-08-19,1456.3,1469.47,1465.1,1469.31,0
2024-08-20,1471.0,1469.85,1463.85,1467.82,0
2024-08-21,1456.55,1462.55,1456.06,1459.64,0
2024-08-22,1435.8,1439.8,1430.76,1436.51,0
2024-08-23,1421.1,1432.76,1416.29,1423.38,0
2024-08-26,1410.11,1416.78,1401.73,1412.36,0
2024-08-27,1420.26,1426.2,1418.67,1420.23,0
2024-08-28,1442.66,1444.5,1440.74,1443.56,0
2024-08-29,1440.58,1452.54,1441.77,1449.22,0
2024-08-30,1451.43,1450.9,1449.92,1450.13,0
2024-09-02,1458.0,1459.33,1453.04,1453.98,0
2024-09-03,1466.14,1473.6,1467.88,1469.03,0
2024-09-04,1474.45,1476.34,1469.2,1475.37,0
2024-09-05,1500.86,1505.91,1492.66,1496.03,0
2024-09-06,1505.47,1503.04,1495.62,1501.21,0
2024-09-09,1502.98,1505.89,1490.89,1496.21,0
2024-09-10,1472.88,1483.22,1469.6,1472.4,0
2024-09-11,1443.2,1452.56,1451.47,1452.27,0
2024-09-12,1462.39,1457.22,1448.31,1456.7,0
2024-09-13,1431.1,1432.4,1421.7,1430.95,0
2024-09-16,1434.69,1436.48,1429.8,1433.9,0
2024-09-17,1447.62,1448.48,1439.24,1442.06,0
2024-09-18,1446.68,1456.53,1440.71,1445.38,0
2024-09-19,1437.22,1435.94,1431.69,1434.35,0
2024-09-20,1435.35,1436.36,1428.42,1434.65,0
2024-09-23,1447.32,1455.79,1447.62,1451.73,0
2024-09-24,1454.33,1458.88,1455.93,1456.4,0
2024-09-25,1478.78,1483.1,1474.21,1474.53,0
2024-09-26,1477.15,1482.45,1472.42,1473.44,0
2024-09-27,1468.52,1470.22,1466.64,1468.28,0
2024-09-30,1494.19,1499.54,1478.6,1488.37,0
2024-10-01,1463.09,1461.99,1461.5,1461.81,0
2024-10-02,1451.85,1451.92,1441.31,1447.45,0
2024-10-03,1410.14,1426.48,1406.89,1411.19,0
2024-10-04,1416.4,1413.56,1409.67,1410.54,0
2024-10-07,1405.21,1418.09,1404.49,1409.63,0
2024-10-08,1431.99,1436.33,1428.88,1435.81,0
2024-10-09,1419.4,1417.4,1411.73,1415.86,0
2024-10-10,1421.97,1429.58,1424.33,1428.8,0
2024-10-11,1412.59,1421.14,1408.82,1409.41,0
2024-10-14,1380.96,1386.94,1382.14,1385.79,0
2024-10-15,1407.2,1416.01,1398.97,1403.18,0
2024-10-16,1394.54,1398.14,1393.07,1396.51,0
2024-10-17,1381.58,1376.9,1363.39,1376.46,0
2024-10-18,1402.71,1406.81,1401.09,1405.53,0
2024-10-21,1412.62,1422.16,1410.18,1415.23,0
2024-10-22,1425.01,1418.34,1415.0,1417.32,0
2024-10-23,1407.91,1415.0,1408.9,1414.0,0
2024-10-24,1434.54,1434.07,1433.11,1434.02,0
2024-10-25,1436.43,1434.31,1427.96,1432.6,0
2024-10-28,1422.55,1421.18,1410.36,1413.28,0
2024-10-29,1433.57,1436.01,1426.06,1432.69,0
2024-10-30,1462.37,1459.64,1448.68,1456.42,0
2024-10-31,1452.41,1457.11,1450.61,1455.15,0
2024-11-01,1447.11,1447.84,1438.71,1445.77,0
2024-11-04,1425.34,1428.04,1417.67,1425.42,0
2024-11-05,1406.01,1412.25,1403.16,1409.45,0
2024-11-06,1430.11,1429.63,1425.47,1426.02,0
2024-11-07,1441.61,1444.2,1432.19,1442.16,0
2024-11-08,1455.04,1463.88,1455.74,1456.74,0
2024-11-11,1435.92,1435.54,1433.77,1434.53,0
2024-11-12,1423.35,1430.08,1421.56,1429.06,0
2024-11-13,1431.82,1440.99,1426.27,1436.3,0
2024-11-14,1445.71,1445.58,1435.22,1440.55,0
2024-11-15,1444.19,1446.48,1435.84,1444.56,0
2024-11-18,1449.96,1452.16,1439.2,1447.04,0
2024-11-19,1456.25,1453.72,1445.4,1450.07,0
2024-11-20,1461.59,1461.01,1455.14,1460.29,0
2024-11-21,1477.57,1478.23,1469.73,1470.31,0
2024-11-22,1483.23,1482.25,1477.59,1481.0,0
2024-11-25,1468.23,1478.66,1458.98,1467.34,0
2024-11-26,1486.31,1489.68,1478.42,1482.8,0
2024-11-27,1496.67,1512.41,1494.81,1501.18,0
2024-11-28,1537.11,1547.92,1528.65,1530.88,0
2024-11-29,1534.03,1537.47,1532.15,1533.13,0
2024-12-02,1512.56,1511.7,1501.09,1509.76,0
2024-12-03,1467.56,1468.07,1464.63,1467.58,0
2024-12-04,1448.24,1451.17,1446.41,1448.66,0
2024-12-05,1437.61,1445.94,1435.84,1440.86,0
2024-12-06,1429.97,1432.27,1424.35,1425.01,0
2024-12-09,1455.46,1460.23,1446.34,1454.44,0
2024-12-10,1461.01,1470.72,1452.58,1459.72,0
2024-12-11,1460.17,1459.03,1457.84,1457.87,0
2024-12-12,1459.11,1461.49,1447.05,1454.3,0
2024-12-13,1462.07,1472.71,1467.05,1468.83,0
2024-12-16,1474.09,1478.36,1472.06,1474.44,0
2024-12-17,1487.15,1502.6,1492.35,1493.86,0
2024-12-18,1465.84,1472.5,1460.88,1467.53,0
2024-12-19,1429.58,1437.2,1429.32,1433.92,0
2024-12-20,1422.23,1429.96,1417.33,1424.99,0
2024-12-23,1425.93,1429.7,1425.36,1428.21,0
2024-12-24,1405.72,1412.35,1406.81,1410.84,0
2024-12-25,1410.33,1421.49,1408.61,1416.45,0
2024-12-26,1436.56,1444.8,1427.52,1435.9,0
2024-12-27,1432.97,1438.98,1432.96,1434.77,0
2024-12-30,1443.77,1446.02,1433.85,1444.29,0
2024-12-31,1443.22,1455.05,1448.44,1449.85,0
2025-01-01,1470.54,1474.82,1456.53,1466.36,0
2025-01-02,1426.83,1426.78,1422.17,1422.46,0
2025-01-03,1430.62,1430.5,1422.82,1429.26,0
2025-01-06,1446.35,1447.71,1445.04,1445.46,0
2025-01-07,1440.54,1444.25,1435.12,1443.85,0
2025-01-08,1476.35,1480.43,1467.38,1474.98,0
2025-01-09,1488.89,1499.02,1490.94,1496.27,0
2025-01-10,1516.53,1513.1,1512.14,1512.19,0
2025-01-13,1537.12,1535.61,1526.81,1531.52,0
2025-01-14,1510.5,1518.68,1513.14,1513.17,0
2025-01-15,1515.72,1516.06,1507.38,1512.88,0
2025-01-16,1497.47,1498.03,1491.11,1497.95,0
2025-01-17,1515.53,1522.47,1517.97,1521.71,0
2025-01-20,1520.29,1522.98,1516.86,1517.39,0
2025-01-21,1506.01,1509.4,1501.23,1505.86,0
2025-01-22,1505.1,1501.53,1497.32,1500.22,0
2025-01-23,1496.21,1509.59,1486.95,1496.13,0
2025-01-24,1463.22,1466.0,1457.5,1463.84,0
2025-01-27,1442.24,1448.76,1440.29,1446.67,0
2025-01-28,1463.91,1465.63,1464.05,1464.1,0
2025-01-29,1459.66,1456.38,1449.18,1452.88,0
2025-01-30,1480.81,1492.81,1484.32,1485.68,0
2025-01-31,1476.17,1484.42,1471.29,1477.35,0
2025-02-03,1495.49,1503.06,1496.65,1498.23,0
2025-02-04,1531.7,1529.66,1529.63,1529.65,0
2025-02-05,1537.43,1539.45,1533.49,1535.56,0
2025-02-06,1512.36,1519.45,1510.54,1513.56,0
2025-02-07,1526.26,1526.31,1525.8,1526.25,0
2025-02-10,1518.47,1529.78,1526.15,1526.22,0
2025-02-11,1564.36,1559.6,1556.62,1558.45,0
2025-02-12,1557.38,1551.8,1549.23,1550.44,0
2025-02-13,1565.5,1566.99,1546.32,1559.28,0
2025-02-14,1571.65,1575.4,1569.97,1571.66,0
2025-02-17,1544.25,1547.3,1529.21,1542.67,0
2025-02-18,1560.11,1567.27,1547.17,1558.62,0
2025-02-19,1581.13,1579.06,1568.27,1575.06,0
2025-02-20,1555.3,1559.69,1555.35,1555.65,0
2025-02-21,1553.07,1558.79,1553.46,1558.09,0
2025-02-24,1528.21,1524.76,1514.87,1524.4,0
2025-02-25,1505.14,1516.12,1513.4,1514.86,0
2025-02-26,1510.01,1511.84,1509.18,1511.67,0
2025-02-27,1523.73,1529.73,1524.27,1526.89,0
2025-02-28,1513.82,1524.72,1518.22,1522.48,0
2025-03-03,1511.08,1520.94,1505.66,1513.62,0
2025-03-04,1513.16,1512.82,1501.35,1511.82,0
2025-03-05,1530.01,1525.15,1514.61,1523.25,0
2025-03-06,1501.68,1507.64,1496.72,1498.14,0
2025-03-07,1514.76,1528.02,1505.45,1515.44,0
2025-03-10,1494.56,1498.19,1494.56,1496.82,0
